0.600937,0.681702,0.491526,42.7447,0.0193801,0.0156684,0.0208307,0.0303606,0.807441,5.02033,5.47904,0.00295487,0
0.721966,0.790301,0.609877,41.3951,0.0384753,0.0280586,0.0522501,0.0145296,0.686818,5.85252,6.87124,0.00185036,0
0.348231,0.509487,0.333364,58.1327,0.0551348,0.0445714,0.059069,0.00916966,0.751856,6.45712,7.18678,0.00305941,0
0.311292,0.498896,0.28631,56.6963,0.0287713,0.0263775,0.032619,0.0167053,0.717503,5.63605,6.50051,0.00313979,0
0.319819,0.43523,0.235201,47.5065,0.049774,0.0490178,0.0364676,0.00783991,0.699381,6.54608,7.50312,0.00320598,0
0.466702,0.579896,0.365978,45.9012,0.0395061,0.0330562,0.0405875,0.00914741,0.668704,6.11378,7.20503,0.0024153,0
0.268618,0.441173,0.237528,55.5488,0.0197649,0.0187001,0.0115726,0.0275756,0.782267,5.12615,5.72378,0.00395894,0
0.256825,0.4018,0.201778,51.8373,0.0337182,0.0347746,0.0317723,0.00872905,0.643646,6.11411,7.34251,0.00327497,0
0.332809,0.489172,0.183043,45.3776,0.0190656,0.020906,0.0219162,0.024025,0.765569,5.22294,5.91855,0.00375345,0
0.454471,0.576215,0.363437,47.2573,0.0245487,0.0222255,0.0227989,0.0164015,0.695313,5.46044,6.44004,0.00270958,0
0.272045,0.445676,0.214932,52.7141,0.0366197,0.0356909,0.025323,0.0373426,0.787657,4.94178,5.51996,0.00346132,0
0.250922,0.39249,0.202599,52.4709,0.0341353,0.036035,0.0325412,0.00845303,0.642745,6.10793,7.34487,0.00324821,0
0.476887,0.540494,0.251764,36.5795,0.0260341,0.0197852,0.0311746,0.017994,0.688168,5.38768,6.38042,0.00224981,0
0.412252,0.545821,0.366803,52.496,0.0269452,0.025988,0.0223124,0.0172498,0.723608,5.63268,6.47642,0.00293877,0
0.41245,0.585185,0.348601,52.0771,0.073389,0.0668602,0.0791852,0.0126997,0.74579,6.2546,7.12083,0.00253275,0
0.282967,0.423614,0.222032,50.9881,0.05211,0.0510804,0.0445591,0.00690377,0.659209,6.53842,7.66525,0.00283324,0
0.185691,0.354837,0.136067,53.4808,0.0281577,0.0320656,0.0145708,0.0157566,0.746479,5.77096,6.5064,0.00324288,0
0.515088,0.578407,0.28255,36.399,0.0318099,0.0252395,0.0347377,0.0148492,0.73681,5.77742,6.54868,0.00281662,0
0.386799,0.533103,0.359599,55.364,0.0178379,0.0142709,0.0153245,0.02998,0.718249,4.83259,5.71695,0.00265718,0
0.392032,0.575768,0.353713,54.9752,0.029542,0.0229982,0.0283788,0.018482,0.747739,5.5885,6.42102,0.00253667,0
0.349906,0.509011,0.32045,55.5267,0.0387097,0.0323782,0.0372881,0.0146885,0.760586,5.94617,6.63713,0.00335804,0
0.374823,0.566658,0.0935306,42.2184,0.0441054,0.0342021,0.0264057,0.00989843,0.685007,6.10234,7.21033,0.00253267,0
0.526494,0.583225,0.35192,37.401,0.0266188,0.0207731,0.0364552,0.020554,0.7546,5.46814,6.15629,0.00299281,0
0.368662,0.524695,0.354414,57.5883,0.0205208,0.0169794,0.0156193,0.0247268,0.725225,5.09723,5.92239,0.00287584,0
0.380286,0.573796,0.333833,54.3062,0.0204001,0.0165798,0.0186767,0.0288682,0.769899,5.06632,5.77268,0.00286589,0
0.434245,0.604213,0.216776,43.2166,0.0411281,0.0275991,0.0217402,0.0186289,0.782999,5.745,6.37645,0.00298327,0
0.315984,0.484292,0.2808,54.9184,0.0182137,0.0161687,0.0166889,0.0370792,0.796255,4.85417,5.39337,0.00405156,0
0.400547,0.569894,0.148862,42.0856,0.0438742,0.0295171,0.0341631,0.0103274,0.641696,6.01641,7.28075,0.00237977,0
0.460453,0.60182,0.259896,42.4064,0.0351388,0.029652,0.0359316,0.0140169,0.749886,5.85295,6.62425,0.00284596,0
0.48134,0.549134,0.317416,38.7524,0.021015,0.014191,0.0260355,0.0270789,0.743664,5.02909,5.75772,0.00307658,0
0.355507,0.511991,0.337872,56.9954,0.0197637,0.0183042,0.0193788,0.0231495,0.719883,5.16555,6.01403,0.00324698,0
0.388273,0.576332,0.342637,54.2866,0.0231419,0.0170361,0.0249949,0.0268764,0.755043,5.16541,5.96821,0.00281453,0
0.413734,0.533939,0.242113,42.3803,0.0191161,0.0202428,0.0209247,0.0294802,0.741016,4.99166,5.75496,0.00326895,0
0.298275,0.405741,0.263539,52.8035,0.0243708,0.0226129,0.0154847,0.018788,0.721482,5.43536,6.27561,0.00330646,0
0.336621,0.523603,0.126065,44.0946,0.036932,0.0262917,0.0393426,0.0124459,0.641285,5.74777,7.06608,0.00253779,0
0.50137,0.573273,0.302328,38.015,0.0240513,0.0184354,0.0189137,0.0247877,0.764011,5.21655,5.86399,0.00321672,0
0.343486,0.498452,0.340664,59.5505,0.0218787,0.0198415,0.020631,0.0191794,0.708863,5.3467,6.2493,0.00310676,0
0.464545,0.620447,0.375233,48.8524,0.0879289,0.0510283,0.0926524,0.0078588,0.732143,6.82919,7.78002,0.00212264,0
0.186374,0.314171,0.109259,48.7992,0.0279128,0.0402919,0.0190812,0.0114469,0.732454,6.0684,6.90534,0.00480721,0
0.614413,0.69201,0.529886,44.1902,0.052753,0.0374057,0.0512228,0.0152786,0.767618,6.06748,6.68287,0.0023438,0
0.236375,0.34385,0.0587543,41.4027,0.0495334,0.064149,0.0204094,0.00511656,0.592725,6.67944,8.16612,0.00298903,0
0.688273,0.76121,0.575321,41.8498,0.0297795,0.0240944,0.0432125,0.0139689,0.681368,5.7535,6.80135,0.00176217,0
0.285632,0.453375,0.272416,58.1755,0.0352845,0.0340422,0.0334519,0.0159674,0.759849,5.90745,6.58179,0.00358206,0
0.471028,0.583583,0.260502,40.4869,0.0214269,0.0213725,0.0219722,0.0299263,0.803531,5.09774,5.68262,0.00347156,0
0.384366,0.529489,0.263977,46.393,0.0317125,0.0275613,0.0313118,0.013661,0.724516,5.84931,6.69042,0.00316745,0
0.270916,0.367758,0.248354,54.426,0.0166938,0.0160201,0.0159229,0.0279975,0.713654,4.94706,5.82691,0.0041021,0
0.138489,0.283934,0.115852,56.107,0.0233023,0.0319466,0.0163849,0.0136722,0.715453,5.76857,6.64409,0.00520921,0
0.497368,0.602594,0.348658,42.3228,0.0905309,0.0622348,0.10903,0.00654874,0.602207,6.70347,8.18633,0.00176143,0
0.501328,0.578709,0.284552,37.9382,0.0225466,0.0201742,0.0194946,0.0237609,0.76616,5.17525,5.80442,0.00328428,0
0.365715,0.519637,0.341873,56.156,0.0190474,0.0162487,0.0224974,0.0267806,0.720554,4.99214,5.85815,0.00271706,0
0.545139,0.635806,0.552646,65.1459,0.0755818,0.0628385,0.0745778,0.00610049,0.711559,6.94558,7.91489,0.00196657,0
0.16715,0.271333,0.116376,50.4449,0.03627,0.048165,0.02427,0.0108343,0.72462,6.2152,7.08603,0.00459022,0
0.255047,0.353424,0.241973,56.6788,0.0199048,0.0191679,0.0180906,0.0250192,0.723852,5.11649,5.94274,0.00436886,0
0.449621,0.536383,0.285539,40.4369,0.0328774,0.0249878,0.0257953,0.0183939,0.750268,5.56486,6.2708,0.00333373,0
0.406224,0.554156,0.363595,53.573,0.0275188,0.0238031,0.0247559,0.019045,0.689967,5.44236,6.47584,0.00249321,0
0.445589,0.554761,0.489939,72.2681,0.0312683,0.0250687,0.0377003,0.0168754,0.762626,5.77248,6.45967,0.00289723,0
0.29697,0.470019,0.0988044,44.0284,0.022706,0.0206347,0.0114089,0.0199524,0.712168,5.25672,6.15908,0.00383243,0
0.420576,0.551727,0.361853,50.4944,0.0317929,0.0234682,0.0217965,0.0206383,0.695765,5.29643,6.29276,0.0028029,0
0.681244,0.739469,0.595732,42.9114,0.038317,0.0298959,0.0719121,0.0167249,0.784356,6.04396,6.62216,0.00230797,0
0.277962,0.384657,0.0743363,40.4994,0.0871734,0.0942957,0.0497961,0.0032965,0.574355,7.362,8.91342,0.0018689,0
0.629143,0.717315,0.508444,42.7508,0.0273973,0.0218179,0.034236,0.0143317,0.663338,5.594,6.74641,0.00175285,0
0.255513,0.416966,0.256746,60.3091,0.0248785,0.0240407,0.0238042,0.0177127,0.737882,5.59103,6.38154,0.00346043,0
0.42091,0.556095,0.200148,41.437,0.0344401,0.0280714,0.0163699,0.019433,0.812365,5.68274,6.15859,0.00369995,0
0.318171,0.414695,0.204252,45.0394,0.0824334,0.0719265,0.0278639,0.00549686,0.690474,6.91574,7.88959,0.00313185,0
0.58459,0.675449,0.464549,42.9468,0.0374894,0.0301116,0.0371642,0.00964223,0.663226,6.03117,7.15349,0.0018671,0
0.259194,0.42872,0.233935,56.5389,0.0252261,0.0272748,0.0155397,0.019377,0.764682,5.52621,6.19893,0.00396258,0
0.221913,0.370443,0.150992,50.5681,0.0406728,0.0435395,0.0345995,0.00741663,0.656898,6.37341,7.54573,0.00351473,0
0.354455,0.506455,0.178507,43.9251,0.0184752,0.0207084,0.0142413,0.0261088,0.777841,5.15243,5.774,0.00394237,0
0.448911,0.570237,0.366032,49.2396,0.0577211,0.0459378,0.044177,0.0113518,0.716534,6.24551,7.17503,0.00239531,0
0.312995,0.486174,0.269757,54.2248,0.0552466,0.0560396,0.0610588,0.00543124,0.639211,6.74711,7.98308,0.0025348,0
0.273579,0.362663,0.136706,42.1298,0.161569,0.15585,0.132366,0.0075082,0.624854,7.23564,8.54893,0.00189359,0
0.597026,0.702218,0.467287,43.4509,0.0445544,0.0326982,0.0486171,0.00752189,0.599966,6.24685,7.70386,0.00161429,0
0.298302,0.446679,0.241599,51.8644,0.131707,0.129554,0.125516,0.0101011,0.704367,6.67892,7.68832,0.0022723,0
0.418064,0.601729,0.297154,48.1632,0.0133944,0.0125813,0.0203205,0.0472006,0.807437,4.51035,4.98194,0.00352577,0
0.579447,0.673916,0.356811,38.9718,0.0281497,0.0208386,0.028726,0.0235825,0.761453,5.35015,6.01322,0.00262468,0
0.562109,0.645153,0.405757,40.7619,0.0857441,0.0727537,0.0586354,0.00710235,0.667123,6.8157,8.03471,0.00206923,0
0.458216,0.588263,0.344738,46.0628,0.0504268,0.0341362,0.0376928,0.0112419,0.745696,6.20679,6.96293,0.00279079,0
0.439901,0.582965,0.411335,55.3594,0.0287526,0.0262315,0.0218072,0.0178448,0.747548,5.62325,6.35994,0.00302543,0
0.414451,0.551979,0.349793,50.4159,0.0183828,0.0175077,0.0185033,0.0324849,0.761525,4.95588,5.61981,0.00309452,0
0.400358,0.573942,0.273923,47.4183,0.0188746,0.0155777,0.0155145,0.0334332,0.766311,4.85158,5.49727,0.00304672,0
0.443183,0.5972,0.197889,41.6284,0.0223623,0.0179447,0.0192652,0.0217962,0.724641,5.22215,6.08168,0.00293953,0
0.329185,0.542416,0.349045,62.7807,0.0199129,0.0190617,0.0247804,0.0188,0.651631,5.24742,6.45272,0.0024325,0
0.518847,0.609385,0.444927,46.532,0.0405306,0.0385314,0.0337397,0.0124512,0.763433,6.20556,6.89865,0.00273444,0
0.351772,0.512564,0.165261,43.9342,0.0476496,0.041615,0.0526775,0.00511514,0.559583,6.51451,8.16725,0.00206009,0
